"GEOID10","GEOID20","STATEFP","COUNTYFP","TRACTCE","BLKGRPCE","CSA","CSA_Name","CBSA","CBSA_Name","CBSA_POP","CBSA_EMP","CBSA_WRK","Ac_Total","Ac_Water","Ac_Land","Ac_Unpr","TotPop","CountHU","HH","P_WrkAge","AutoOwn0","Pct_AO0","AutoOwn1","Pct_AO1","AutoOwn2p","Pct_AO2p","Workers","R_LowWageWk","R_MedWageWk","R_HiWageWk","R_PCTLOWWAGE","TotEmp","E5_Ret","E5_Off","E5_Ind","E5_Svc","E5_Ent","E8_Ret","E8_off","E8_Ind","E8_Svc","E8_Ent","E8_Ed","E8_Hlth","E8_Pub","E_LowWageWk","E_MedWageWk","E_HiWageWk","E_PctLowWage","D1A","D1B","D1C","D1C5_RET","D1C5_OFF","D1C5_IND","D1C5_SVC","D1C5_ENT","D1C8_RET","D1C8_OFF","D1C8_IND","D1C8_SVC","D1C8_ENT","D1C8_ED","D1C8_HLTH","D1C8_PUB","D1D","D1_FLAG","D2A_JPHH","D2B_E5MIX","D2B_E5MIXA","D2B_E8MIX","D2B_E8MIXA","D2A_EPHHM","D2C_TRPMX1","D2C_TRPMX2","D2C_TRIPEQ","D2R_JOBPOP","D2R_WRKEMP","D2A_WRKEMP","D2C_WREMLX","D3A","D3AAO","D3AMM","D3APO","D3B","D3BAO","D3BMM3","D3BMM4","D3BPO3","D3BPO4","D4A","D4B025","D4B050","D4C","D4D","D4E","D5AR","D5AE","D5BR","D5BE","D5CR","D5CRI","D5CE","D5CEI","D5DR","D5DRI","D5DE","D5DEI","D2A_Ranked","D2B_Ranked","D3B_Ranked","D4A_Ranked","NatWalkInd","Region","Households","Workers_1","Residents","Drivers","Vehicles","White","Male","Lowwage","Medwage","Highwage","W_P_Lowwage","W_P_Medwage","W_P_Highwage","GasPrice","logd1a","logd1c","logd3aao","logd3apo","d4bo25","d5dei_1","logd4d","UPTpercap","B_C_constant","B_C_male","B_C_ld1c","B_C_drvmveh","B_C_ld1a","B_C_ld3apo","B_C_inc1","B_C_gasp","B_N_constant","B_N_inc2","B_N_inc3","B_N_white","B_N_male","B_N_drvmveh","B_N_gasp","B_N_ld1a","B_N_ld1c","B_N_ld3aao","B_N_ld3apo","B_N_d4bo25","B_N_d5dei","B_N_UPTpc","C_R_Households","C_R_Pop","C_R_Workers","C_R_Drivers","C_R_Vehicles","C_R_White","C_R_Male","C_R_Lowwage","C_R_Medwage","C_R_Highwage","C_R_DrmV","NonCom_VMT_Per_Worker","Com_VMT_Per_Worker","VMT_per_worker","VMT_tot_min","VMT_tot_max","VMT_tot_avg","GHG_per_worker","Annual_GHG","SLC_score","Shape_Length","Shape_Area"
"490351126082","490351126082","49","035","112608","2","482","Salt Lake City-Provo-Orem, UT","41620","Salt Lake City, UT",1185990,689888,583540,194.450403,0,194.450403,191.12932,1806,483,476,0.528,0,0,36,0.0756302521008,440,0.924369747899,706,180,184,342,0.254957507082153,84,0,4,16,18,46,0,4,16,14,46,1,3,0,36,28,20,0.428571428571429,2.52708480310609,9.44909969857058,0.439493009235841,0,0.02092823853504,0.0837129541401602,0.0941770734076802,0.240674743152961,0,0.02092823853504,0.0837129541401602,0.0732488348726402,0.240674743152961,0.00523205963376001,0.01569617890128,0,2.96657781234193,0,0.176470588235294,0.808405735171617,0.696322799101006,0.703763350537651,0.606400623507236,0.367092343274839,0.467148733258038,0.505613492608072,0.357200737846909,0.0888888888888889,0.212658227848101,8.40476190476191,0.000608348953011638,22.7367671102537,0,2.36649950561328,20.3702676046404,122.92450738711,0,16.4566385599108,3.29132771198217,128.361780767304,23.0392939838752,551.2,0,0,8,26.3306216959,0.00442967884828,90803,80068,61432,40775,0.00152927389089412,0.595816300417976,0.00165273814173594,0.710124875833688,0.00129493153359379,0.193362983667136,0.0013899763259164,0.217185194654395,6,12,16,15,13.3333333333333,"Salt Lake City, UT Metro Area",479,706,1720,1129.92,1167,1529,864,180,184,342,0.428571428571429,0.333333333333333,0.238095238095238,230,1.26047169494164,0.364290974674724,0,3.06200059169722,0,0,3,38,7.370287,0.190085,-0.11295,-0.623098,0.127714,-0.184245,-0.271662,-0.018748,2.980477,0.032361,0.068378,-0.061178,0.054826,-0.151981,-0.003728,-0.188775,-0.188775,0.096738,-0.126153,-0.500804,-0.112997,-0.000796,374820,1133646,553274,756565.04,652645,0.710517216132726,0.501967104369442,0.245780571651659,0.339468328531614,0.414751099816727,0.277253188197002,4.45906844185971,12.5439916187322,17.0030600605919,10.4970783278873,37.2991368416064,17.3852638868853,15.1497265139874,3938.92889363672,75.7258132640283,4210.1118662124,786929.949879825
"490351126083","490351126083","49","035","112608","3","482","Salt Lake City-Provo-Orem, UT","41620","Salt Lake City, UT",1185990,689888,583540,154.3408839,0,154.3408839,154.3408839,1141,416,416,0.67,0,0,42,0.100961538462,374,0.899038461538,765,189,224,352,0.247058823529412,228,18,4,18,175,13,18,4,18,114,13,54,7,0,105,76,47,0.460526315789474,2.69533249705589,7.39272687293454,1.47724954165563,0.116624963814918,0.0259166586255374,0.116624963814918,1.13385381486726,0.0842291405329965,0.116624963814918,0.0259166586255374,0.116624963814918,0.738624770827816,0.0842291405329965,0.349874891444755,0.0453541525946904,0,4.17258203871152,0,0.548076923076923,0.520805001244362,0.520805001244362,0.73477268016145,0.687589233414901,0.528343972669767,0.564098865597229,0.616356344930177,0.749675750151083,0.33308984660336,0.459214501510574,3.35526315789474,0.0948685378447173,21.559805814578,0,2.01940122603315,19.5404045885448,107.858913201416,0,8.29333076017197,0,128.546626782665,16.5866615203439,-99999,0,0,-99999,-99999,-99999,100811,87088,-99999,-99999,0.00169782529448286,0.661485160858524,0.0017976427447607,0.772385412232156,-99999,-99999,-99999,-99999,11,15,15,1,9.66666666666667,"Salt Lake City, UT Metro Area",381,765,1182,876.48,982,1071,602,189,224,352,0.460526315789474,0.333333333333333,0.206140350877193,230,1.30707053602312,0.907148888935412,0,3.02239390189867,0,0,0,38,7.370287,0.190085,-0.11295,-0.623098,0.127714,-0.184245,-0.271662,-0.018748,2.980477,0.032361,0.068378,-0.061178,0.054826,-0.151981,-0.003728,-0.188775,-0.188775,0.096738,-0.126153,-0.500804,-0.112997,-0.000796,374820,1133646,553274,756565.04,652645,0.710517216132726,0.501967104369442,0.245780571651659,0.339468328531614,0.414751099816727,0.277253188197002,4.10012697436533,11.851965566572,15.9520925409374,10.4970783278873,37.2991368416064,17.3852638868853,14.2133144539752,3695.46175803355,79.6470326700548,3358.19548799431,624608.350598906
"490351126084","490351126084","49","035","112608","4","482","Salt Lake City-Provo-Orem, UT","41620","Salt Lake City, UT",1185990,689888,583540,142.9451261,0,142.9451261,142.94513,1267,393,375,0.537,0,0,103,0.274666666667,272,0.725333333333,604,166,164,274,0.274834437086093,637,55,109,57,393,23,55,109,57,288,23,15,90,0,200,261,176,0.313971742543171,2.74930667452609,8.86354085655104,4.45625534776876,0.384763020607977,0.762530349932173,0.39875440317554,2.74930667452609,0.160900899526972,0.384763020607977,0.762530349932173,0.39875440317554,2.01475908972904,0.160900899526972,0.104935369256721,0.629612215540327,0,7.20556202229485,0,1.69866666666667,0.712949707027825,0.712949707027825,0.808438326494974,0.756524438355226,0.771033738048907,0.584068094343792,0.631188911842205,0.485917582998046,0.669117647058824,0.973408541498791,0.948194662480377,0.949513683542657,19.9362715835428,0,0,19.9362715835428,107.498593476004,0,4.47724254377359,0,129.840033769434,17.9089701750943,756.39,0,0,2,8.95448508755,0.00157853196527,101544,87927,42119,24445,0.00171017023641237,0.666294840585036,0.0018149611154071,0.779826521924223,0.000887830792802396,0.132573504184726,0.000833304016849206,0.130204588187043,18,18,15,14,15.6666666666667,"Salt Lake City, UT Metro Area",421,604,1474,943.36,930,1305,729,166,164,274,0.313971742543171,0.409733124018838,0.276295133437991,230,1.32157093609561,1.69676272072328,0,3.04148313722733,0,0,2,38,7.370287,0.190085,-0.11295,-0.623098,0.127714,-0.184245,-0.271662,-0.018748,2.980477,0.032361,0.068378,-0.061178,0.054826,-0.151981,-0.003728,-0.188775,-0.188775,0.096738,-0.126153,-0.500804,-0.112997,-0.000796,374820,1133646,553274,756565.04,652645,0.710517216132726,0.501967104369442,0.245780571651659,0.339468328531614,0.414751099816727,0.277253188197002,3.4881440490537,11.2622334828147,14.7503775318684,10.4970783278873,37.2991368416064,17.3852638868853,13.1425863808947,3417.07245903263,84.1306995065175,3204.89064534614,578493.150528542
"490532715002","490532715002","49","053","271500","2",NA,NA,"41100","St. George, UT",160537,63522,60605,3806.3007248,0,3806.3007248,3683.71963,2853,1367,1024,0.45,90,0.087890625,241,0.2353515625,693,0.6767578125,932,321,318,293,0.344420600858369,2272,556,105,158,1359,94,556,53,158,787,94,149,423,52,610,843,819,0.268485915492958,0.371092302700572,0.774488909732796,0.616767894466496,0.150934396709231,0.0285037979396928,0.0428914292806806,0.36892058476231,0.0255176857745821,0.150934396709231,0.0143876313409878,0.0428914292806806,0.213642752176555,0.0255176857745821,0.0404482466001355,0.11482958598562,0.014116166598705,0.987860197167068,0,2.21875,0.690380893979868,0.690380893979868,0.814953695317269,0.814953695317269,0.773298326753162,0.623557715590212,0.679367754896886,0.445216454104582,0.886634146341463,0.581772784019975,0.410211267605634,0.554444408504484,5.78557909281561,0.359318519043333,0.767355560506929,4.65890501326535,22.4271507092981,0.336284516790842,2.18584935914047,1.34513806716337,22.362920366591,4.70798323507179,-99999,0,0,-99999,-99999,-99999,12008,9457,-99999,-99999,0.0210564709018089,0.645487286996721,0.0202167685664201,0.741492864983535,-99999,-99999,-99999,-99999,18,19,7,1,8.83333333333333,"St. George, UT Metro Area",1031,932,2773,1649.12,1871,2620,1348,321,318,293,0.268485915492958,0.371038732394366,0.360475352112676,230,0.315607723405537,0.480429029454952,0.306983485222217,1.73323041294536,0,0,0,0,4.233386,0.150816,0.03179,-0.178597,0.313935,-0.379789,0.090772,-0.004559,3.073493,-0.00614,0.040312,-0.07874,0.065649,-0.164192,-0.003769,-0.202228,-0.202228,0.100299,-0.121232,-0.433274,-0.063149,-0.000684,57144,165811,60605,110258.72,115139,0.843080374643419,0.494219321999144,0.312779473640789,0.384110221928884,0.303110304430328,-0.0854031919361613,7.45601877904752,17.5341986465136,24.9902174255611,18.0065474944067,37.1330411654338,25.6840707998347,22.266283726175,5789.23376880549,63.4869304783587,24817.0525590272,15403886.9785779
"490532718001","490532718001","49","053","271800","1",NA,NA,"41100","St. George, UT",160537,63522,60605,1137.6765694,0,1137.6765694,1124.89873,3335,1327,1181,0.564,37,0.0313293818798,342,0.289585097375,802,0.679085520745,1174,362,475,337,0.308347529812606,1555,357,100,294,325,479,357,100,294,230,479,9,86,0,596,570,389,0.383279742765273,1.17966174608447,2.96471132116933,1.38234665799649,0.317361901546462,0.0888968911894851,0.261356860097086,0.288914896365827,0.425816108797634,0.317361901546462,0.0888968911894851,0.261356860097086,0.204462849735816,0.425816108797634,0.00800072020705366,0.0764513264229572,0,2.56200840408096,0,1.31668077900085,0.943879695629483,0.943879695629483,0.855404800260155,0.80047495878735,0.863487171331427,0.778113631709006,0.83742175909099,0.511505824846471,0.6359918200409,0.860388420666911,0.754983922829582,0.782691954668774,15.8100788503646,2.34899850318075,2.70360343281356,10.7574769143703,48.3973050697866,3.37530024198809,7.87570056463888,3.93785028231944,46.1291033071706,8.43825060497023,-99999,0,0,-99999,-99999,-99999,15276,11081,-99999,-99999,0.0267870294383772,0.821157877761651,0.0236884860404464,0.868825466520307,-99999,-99999,-99999,-99999,20,19,9,1,9.83333333333333,"St. George, UT Metro Area",1080,1174,3192,2163.04,2133,2286,1669,362,475,337,0.383279742765273,0.366559485530547,0.25016077170418,230,0.779169702415501,0.868085992668612,1.20866134686683,2.46448937135398,0,0,0,0,4.220934,0.151646,0.030331,-0.179568,0.315438,-0.377441,0.091091,-0.004539,3.073493,-0.00614,0.040312,-0.07874,0.065649,-0.164192,-0.003769,-0.202228,-0.202228,0.100299,-0.121232,-0.433274,-0.063149,-0.000684,57144,165811,60605,110258.72,115139,0.843080374643419,0.494219321999144,0.312779473640789,0.384110221928884,0.303110304430328,-0.0854031919361613,6.26041949464426,15.6920725892621,21.9524920839063,18.0065474944067,37.1330411654338,25.6840707998347,19.5596704467605,5085.51431615774,79.3692212625622,14116.9976265312,4604116.74110754
"490532701001","490532701001","49","053","270100","1",NA,NA,"41100","St. George, UT",160537,63522,60605,296197.7089526,278.5219773,295919.1869753,71413.90806,1417,1185,544,0.578,2,0.00367647058824,126,0.231617647059,416,0.764705882353,428,136,161,131,0.317757009345794,1727,173,53,140,222,1139,173,9,140,34,1139,5,183,44,477,964,286,0.276201505500869,0.0165934064132773,0.019842073322881,0.0241829644520927,0.00242249730759238,0.000742152354349112,0.00196040244545048,0.00310863816350005,0.0159492741812007,0.00242249730759238,0.000126025871493245,0.00196040244545048,0.00047609773675226,0.0159492741812007,7.0014373051803e-05,0.00256252605369599,0.000616126482855866,0.0407763708653701,0,3.17463235294118,0.67060910261882,0.67060910261882,0.558649219289233,0.558649219289233,0.765346351996855,0.489540900094453,0.530233430668649,0.406391117845025,0.901399491094148,0.397215777262181,0.247828604516503,0.471341970930567,0.69185473479141,0.0264112930726274,0.0160490619257994,0.649394379792984,0.596459059664599,0.0237902789337807,0.0648825789103111,0.0108137631517185,0.715871120643766,0.0648825789103111,-99999,0,0,-99999,-99999,-99999,2153,1049,-99999,-99999,0.00377536491102554,0.115734021394399,0.00224250716148617,0.0822487062882233,-99999,-99999,-99999,-99999,18,10,1,1,5.33333333333333,"St. George, UT Metro Area",522,428,1347,1054.24,1146,1197,717,136,161,131,0.276201505500869,0.55819339895773,0.165605095541401,230,0.0164572400891879,0.023895186879368,0.0260685368626459,0.500408177986179,0,0,0,0,4.26273,0.151256,0.033309,-0.191829,0.315528,-0.383359,0.099097,-0.004651,3.073493,-0.00614,0.040312,-0.07874,0.065649,-0.164192,-0.003769,-0.202228,-0.202228,0.100299,-0.121232,-0.433274,-0.063149,-0.000684,57144,165811,60605,110258.72,115139,0.843080374643419,0.494219321999144,0.312779473640789,0.384110221928884,0.303110304430328,-0.0854031919361613,9.71935640918274,25.3999141186135,35.1192705277962,18.0065474944067,37.1330411654338,25.6840707998347,31.2912700402664,8135.73021046927,10.5286973779623,189503.307607823,1198695836.22735
"490351123023","490351123023","49","035","112302","3","482","Salt Lake City-Provo-Orem, UT","41620","Salt Lake City, UT",1185990,689888,583540,298.8686855,0,298.8686855,298.8686855,1889,750,726,0.633,15,0.0206611570248,307,0.422865013774,404,0.556473829201,1010,240,333,437,0.237623762376238,4475,2296,454,137,655,933,2296,454,137,284,933,60,311,0,1929,1684,862,0.431061452513966,2.50946330742302,6.32050158362944,14.973131067624,7.682303671791,1.51906178876007,0.458395297489271,2.19159795514944,3.12177235443424,7.682303671791,1.51906178876007,0.458395297489271,0.950250105744183,3.12177235443424,0.200757064593842,1.04059078481141,0,17.482594375047,0,6.16391184573003,0.801158317903067,0.801158317903067,0.732953548983247,0.685886917792569,0.844780207316408,0.711554322582275,0.783936911855663,0.394925264514739,0.59365179132621,0.368277119416591,0.225698324022346,0.461025613875159,27.8815161142704,5.24089627864722,2.27453938425226,20.366080451371,179.94685495413,2.14140868900098,12.8484521340059,10.7070434450049,192.726782010088,32.1211303350146,313.82,0,0.0146760620901692,6.33,13.5551170014,0.00335097935416,135688,107389,98337,48700,0.00228521211532264,0.890335365253509,0.00221668951769597,0.952435433517809,0.00207285587672569,0.30952493366446,0.00166013113604239,0.259397154620945,19,15,19,18,18,"Salt Lake City, UT Metro Area",758,1010,1925,1353.44,1401,1664,997,240,333,437,0.431061452513966,0.376312849162011,0.192625698324022,230,1.2554631219187,2.77090800234756,1.8311238064655,3.06180463890886,0,0,2,38,7.303906,0.19022,-0.112441,-0.621616,0.127121,-0.182275,-0.269353,-0.018491,2.980477,0.032361,0.068378,-0.061178,0.054826,-0.151981,-0.003728,-0.188775,-0.188775,0.096738,-0.126153,-0.500804,-0.112997,-0.000796,374820,1133646,553274,756565.04,652645,0.710517216132726,0.501967104369442,0.245780571651659,0.339468328531614,0.414751099816727,0.277253188197002,3.3610456554985,9.55471766721198,12.9157633227105,10.4970783278873,37.2991368416064,17.3852638868853,11.507945120535,2992.06573133911,90.9757491440998,4663.53979975061,1209503.14781868
"490532701004","490532701004","49","053","270100","4",NA,NA,"41100","St. George, UT",160537,63522,60605,41986.5050318,0,41986.5050318,5359.85296,1162,685,501,0.405,4,0.00798403193613,181,0.36127744511,316,0.630738522954,379,107,158,114,0.282321899736148,193,25,12,52,101,3,25,12,52,12,3,0,89,0,67,99,27,0.347150259067358,0.127802013434339,0.216796992132411,0.0360084505004779,0.0046643070596474,0.00223886738863075,0.00970175868406659,0.0188438005209755,0.000559716847157688,0.0046643070596474,0.00223886738863075,0.00970175868406659,0.00223886738863075,0.000559716847157688,0,0.0166049331323447,0,0.163810463934817,0,0.385229540918164,0.742127431346701,0.742127431346701,0.773085598117818,0.666132426994048,0.515309352677585,0.54443405680804,0.574828398349216,0.673552137460324,0.284870848708487,0.674825174825175,1.96373056994819,0.38146713836045,0.915962819849803,0.25059148062346,0.126819146210109,0.538552193016234,0.833654527174619,0.106700950617512,0.457289788360765,0.0609719717814353,0.655448696650429,0.0304859858907176,-99999,0,0,-99999,-99999,-99999,6454,5701,-99999,-99999,0.0113173270486571,0.346933290329517,0.0121873530292018,0.446997020542575,-99999,-99999,-99999,-99999,11,14,1,1,4.83333333333333,"St. George, UT Metro Area",570,379,1299,1012,1279,1232,635,107,158,114,0.347150259067358,0.512953367875648,0.139896373056995,230,0.12027061766541,0.0353753006577677,0.223616623896496,0.43084183981697,0,0,0,0,4.26273,0.151256,0.033309,-0.191829,0.315528,-0.383359,0.099097,-0.004651,3.073493,-0.00614,0.040312,-0.07874,0.065649,-0.164192,-0.003769,-0.202228,-0.202228,0.100299,-0.121232,-0.433274,-0.063149,-0.000684,57144,165811,60605,110258.72,115139,0.843080374643419,0.494219321999144,0.312779473640789,0.384110221928884,0.303110304430328,-0.0854031919361613,9.76000367267747,27.1556167065874,36.9156203792649,18.0065474944067,37.1330411654338,25.6840707998347,32.891817757925,8551.8726170605,1.13675193116142,73562.7444113262,169917079.920623
"490532706003","490532706003","49","053","270600","3",NA,NA,"41100","St. George, UT",160537,63522,60605,2920.1645424,1.6965886,2918.4679538,2064.71023,2492,2395,1038,0.483,44,0.0423892100193,398,0.383429672447,596,0.574181117534,986,304,389,293,0.308316430020284,308,7,7,48,165,81,7,7,48,144,81,7,14,0,96,120,92,0.311688311688312,1.15996906742696,1.20694902548141,0.1491734750595,0.00339030625135228,0.00339030625135228,0.023247814294987,0.079914361639018,0.0392306866227906,0.00339030625135228,0.00339030625135228,0.023247814294987,0.0697434428849611,0.0392306866227906,0.00339030625135228,0.00678061250270456,0,1.30914254248646,0,0.296724470134875,0.712878868941473,0.712878868941473,0.716852602181324,0.670819893707847,0.446708486082294,0.58206300025513,0.632319533907989,0.750207405539494,0.22,0.476043276661515,3.2012987012987,0.110659351557923,7.20213115879325,0,0.975182979911004,6.22694817888225,32.760859983235,0,4.38586278918489,1.9736382551332,34.8676091740199,4.60515592864414,-99999,0,0,-99999,-99999,-99999,11197,10354,-99999,-99999,0.0196343524889703,0.601892167929904,0.0221343366539826,0.811823741571272,-99999,-99999,-99999,-99999,9,14,8,1,6.83333333333333,"St. George, UT Metro Area",1042,986,2312,1716.88,1775,2108,1077,304,389,293,0.311688311688312,0.38961038961039,0.298701298701299,230,0.770093900957865,0.139042966634467,0,1.977816841787,0,0,0,0,4.233386,0.150816,0.03179,-0.178597,0.313935,-0.379789,0.090772,-0.004559,3.073493,-0.00614,0.040312,-0.07874,0.065649,-0.164192,-0.003769,-0.202228,-0.202228,0.100299,-0.121232,-0.433274,-0.063149,-0.000684,57144,165811,60605,110258.72,115139,0.843080374643419,0.494219321999144,0.312779473640789,0.384110221928884,0.303110304430328,-0.0854031919361613,6.8421600727185,18.3019931683087,25.1441532410272,18.0065474944067,37.1330411654338,25.6840707998347,22.4034405377553,5824.89453981637,62.6821001831996,20823.2761871595,11817735.3091789
"490532705004","490532705004","49","053","270500","4",NA,NA,"41100","St. George, UT",160537,63522,60605,4763.2036291,0,4763.2036291,1151.46237495001,2682,982,743,0.503,29,0.0390309555855,136,0.183041722746,578,0.777927321669,1088,378,325,385,0.347426470588235,481,28,94,66,222,71,28,46,66,30,71,64,128,48,171,181,129,0.355509355509356,0.852828560761817,2.3292120162558,0.417729671819179,0.024316903972842,0.0816353204802554,0.0573184165074133,0.19279831007039,0.061660720788278,0.024316903972842,0.0399491993839547,0.0573184165074133,0.0260538256851879,0.061660720788278,0.0555814947950675,0.111162989590135,0.0416861210963006,1.270558232581,0,0.647375504710633,0.867619776784921,0.867619776784921,0.946723361213994,0.946723361213994,0.680225597667098,0.687051671304146,0.744419108292321,0.775204539144551,0.304141637685741,0.613129381771829,2.26195426195426,0.283100233532123,2.48973234806268,0,0.0279821094764647,2.46175023858621,9.40933109098853,0,0.537453403075213,0,11.1521581138107,1.61236020922564,-99999,0,0,-99999,-99999,-99999,8507,8506,-99999,-99999,0.0149173382712932,0.457291834650325,0.0181837615973321,0.666928022581151,-99999,-99999,-99999,-99999,16,20,5,1,8,"St. George, UT Metro Area",762,1088,2814,1631.52,1759,2729,1373,378,325,385,0.355509355509356,0.376299376299376,0.268191268191268,230,0.616713423196673,0.349056769469709,0,1.24177431047338,0,0,0,0,4.233386,0.150816,0.03179,-0.178597,0.313935,-0.379789,0.090772,-0.004559,3.073493,-0.00614,0.040312,-0.07874,0.065649,-0.164192,-0.003769,-0.202228,-0.202228,0.100299,-0.121232,-0.433274,-0.063149,-0.000684,57144,165811,60605,110258.72,115139,0.843080374643419,0.494219321999144,0.312779473640789,0.384110221928884,0.303110304430328,-0.0854031919361613,7.38709349566037,23.3139848678381,30.7010783634985,18.0065474944067,37.1330411654338,25.6840707998347,27.3546608218772,7112.21181368806,33.6285516444576,32584.8554884237,19276422.9877505
"490532703002","490532703002","49","053","270300","2",NA,NA,"41100","St. George, UT",160537,63522,60605,15894.1905668,0,15894.1905668,936.1022,2202,785,660,0.571,52,0.0787878787879,124,0.187878787879,484,0.733333333333,909,320,317,272,0.352035203520352,5749,511,1997,596,1862,783,511,895,596,856,783,141,865,1102,1788,2071,1890,0.311010610540964,0.838583650374927,2.35230725875871,6.14142344714071,0.545880567314124,2.13331407617672,0.636682618628607,1.98909905350078,0.836447131520469,0.545880567314124,0.95609218737014,0.636682618628607,0.914430069708201,0.836447131520469,0.150624579239318,0.924044404553264,1.17722188880659,6.98000709751563,0,8.71060606060606,0.903467323661643,0.903467323661643,0.955708479151546,0.955708479151546,0.913022043383864,0.727382200187065,0.782435706510273,0.393022107693711,0.553892592126777,0.273054971462902,0.158114454687772,0.430897280619414,1.4081952035689,0.0462686667380159,0.305097980761587,1.0568285560693,2.57772673781706,0.0805325690931177,0.523461699105265,0.563727983651824,1.53011881276924,0.644260552744941,-99999,0,0,-99999,-99999,-99999,16222,11543,-99999,-99999,0.0284458753305417,0.872009890877815,0.024676129804609,0.905049396267838,-99999,-99999,-99999,-99999,20,20,3,1,8,"St. George, UT Metro Area",767,909,2572,1930.72,1538,1871,1504,320,317,272,0.311010610540964,0.360236562880501,0.328752826578535,230,0.608995519976198,1.9659121188261,0.045230184227996,0.721165260609695,0,0,0,0,4.26273,0.151256,0.033309,-0.191829,0.315528,-0.383359,0.099097,-0.004651,3.072775,-0.005921,0.040562,-0.078908,0.065471,-0.164565,-0.003768,-0.201849,-0.201849,0.100076,-0.121489,-0.433502,-0.064294,-0.000686,57144,165811,60605,110258.72,115139,0.843080374643419,0.494219321999144,0.312779473640789,0.384110221928884,0.303110304430328,-0.0854031919361613,5.72457608633808,30.1207745077229,35.845350594061,18.0065474944067,37.1330411654338,25.6840707998347,31.9382073793083,8303.93391862016,6.73249678441276,48213.9043607262,64322923.0272389
"490532703003","490532703003","49","053","270300","3",NA,NA,"41100","St. George, UT",160537,63522,60605,32291.9884777,0,32291.9884777,4525.08746,2451,739,700,0.52,14,0.02,110,0.157142857143,576,0.822857142857,849,274,301,274,0.322732626619552,379,13,10,215,69,72,13,10,215,25,72,33,11,0,117,175,87,0.308707124010554,0.16331176060849,0.541646989514762,0.0837552872403487,0.0028728726494051,0.00220990203800392,0.0475128938170844,0.0152483240622271,0.0159112946736283,0.0028728726494051,0.00220990203800392,0.0475128938170844,0.00552475509500981,0.0159112946736283,0.00729267672541295,0.00243089224180432,0,0.247067047848839,0,0.541428571428571,0.720019879718559,0.720019879718559,0.690326015348887,0.645996712338037,0.588950226636249,0.643458181094033,0.649992431314801,0.750203983009484,0.267844522968198,0.617263843648209,2.2401055408971,0.289353677680735,0.933574819629116,0.10912026588509,0.0351874270328266,0.7892671267112,1.27556096548359,0.118914943954343,0.138734101280067,0.0396383146514478,1.44679848477785,0.178372415931515,-99999,0,0,-99999,-99999,-99999,781,1256,-99999,-99999,0.00136951230632185,0.0419824759447401,0.0026850228740006,0.0984789085777011,-99999,-99999,-99999,-99999,13,13,2,1,5.33333333333333,"St. George, UT Metro Area",776,849,2770,1830.4,2005,2380,1385,274,301,274,0.308707124010554,0.461741424802111,0.229551451187335,230,0.151270903484736,0.0804321277538619,0.103567147831191,0.581806109596459,0,0,0,0,4.26273,0.151256,0.033309,-0.191829,0.315528,-0.383359,0.099097,-0.004651,3.072775,-0.005921,0.040562,-0.078908,0.065471,-0.164565,-0.003768,-0.201849,-0.201849,0.100076,-0.121489,-0.433502,-0.064294,-0.000686,57144,165811,60605,110258.72,115139,0.843080374643419,0.494219321999144,0.312779473640789,0.384110221928884,0.303110304430328,-0.0854031919361613,9.35476580182835,25.8208691572453,35.1756349590736,18.0065474944067,37.1330411654338,25.6840707998347,31.3414907485346,8148.787594619,10.2340044130787,68253.8681301212,130683900.304597
"490532715001","490532715001","49","053","271500","1",NA,NA,"41100","St. George, UT",160537,63522,60605,1817.7187497,0,1817.7187497,1812.26044,3608,1750,1369,0.54,69,0.0504017531045,500,0.36523009496,800,0.584368151936,2104,657,823,624,0.312262357414449,1677,221,271,236,532,417,221,271,236,313,417,6,213,0,643,615,419,0.383422778771616,0.965644871660941,1.9908838268301,0.925363685585942,0.121947152364039,0.149537005840066,0.130224108406847,0.293556040984926,0.230099377990064,0.121947152364039,0.149537005840066,0.130224108406847,0.172712482759928,0.230099377990064,0.00331078241712323,0.117532775807874,0,1.89100855724688,0,1.22498173849525,0.961724857008807,0.961724857008807,0.914300433921516,0.85558860780299,0.859602040110716,0.778209968249254,0.843127839982234,0.533223619046081,0.634626300851466,0.887066913514943,1.2546213476446,0.775209977478118,9.10619418517695,0.035933888913587,1.56089174391812,7.50936855234524,34.8702570243395,0,9.15433149531318,1.40835869158664,30.9838912149061,6.68970378503655,-99999,0,0,-99999,-99999,-99999,12469,11295,-99999,-99999,0.0218648514052845,0.670268236305972,0.0241459660524178,0.885604516230202,-99999,-99999,-99999,-99999,20,20,8,1,9.66666666666667,"St. George, UT Metro Area",1509,2104,4216,2727.12,2807,3158,2038,657,823,624,0.383422778771616,0.366726296958855,0.249850924269529,230,0.675820370444599,0.655114877472293,0.0353033280111308,2.14116773916779,0,0,0,0,4.233386,0.150816,0.03179,-0.178597,0.313935,-0.379789,0.090772,-0.004559,3.073493,-0.00614,0.040312,-0.07874,0.065649,-0.164192,-0.003769,-0.202228,-0.202228,0.100299,-0.121232,-0.433274,-0.063149,-0.000684,57144,165811,60605,110258.72,115139,0.843080374643419,0.494219321999144,0.312779473640789,0.384110221928884,0.303110304430328,-0.0854031919361613,6.17008629207183,17.0865694484954,23.2566557405672,18.0065474944067,37.1330411654338,25.6840707998347,20.7216802648454,5387.6368688598,72.5505974254266,13078.9147000326,7356212.62624474
