"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","PRCP","SNOW","SNWD","TMAX","TMIN","Date","DLY.TAVG.NORMAL","DLY.TAVG.STDDEV","DLY.TMAX.NORMAL","DLY.TMAX.STDDEV","DLY.TMIN.NORMAL","DLY.TMIN.STDDEV","PRCP_CAT1","PRCP_CAT2","PRCP_CAT3","TMAX_CAT1","TMIN_DIFF","TMAX_DIFF"
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,NA,4.4,-4.4,2018-01-06,-6.38888888888889,-11.7777777777778,-1.33333333333333,-12,-11.3888888888889,-11.1111111111111,"RC1","No rain / no snow","No rain / no snow","00_30",6.98888888888889,5.73333333333333
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,10.2,175,279,0.6,-12.8,2019-01-06,-6.38888888888889,-11.7777777777778,-1.33333333333333,-12,-11.3888888888889,-11.1111111111111,"RC3","Heavy snow","Heavy snow","00_30",-1.41111111111111,1.93333333333333
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,6.9,76,305,2.2,-2.2,2019-01-07,-6.33333333333333,-11.7777777777778,-1.27777777777778,-12,-11.3888888888889,-11.0555555555556,"RC3","Heavy snow","Heavy snow","00_30",9.18888888888889,3.47777777777778
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,6.6,51,127,0,-3.3,2018-01-07,-6.33333333333333,-11.7777777777778,-1.27777777777778,-12,-11.3888888888889,-11.0555555555556,"RC3","Heavy snow","Heavy snow","LE_00",8.08888888888889,1.27777777777778
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,127,1.1,-5.6,2018-01-08,-6.33333333333333,-11.7222222222222,-1.22222222222222,-11.9444444444444,-11.3888888888889,-11.0555555555556,"RC1","No rain / no snow","No rain / no snow","00_30",5.78888888888889,2.32222222222222
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0.3,3,279,2.8,-7.2,2019-01-08,-6.33333333333333,-11.7222222222222,-1.22222222222222,-11.9444444444444,-11.3888888888889,-11.0555555555556,"RC1","Light snow","Light snow","00_30",4.18888888888889,4.02222222222222
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,2,0,127,2.8,-6.1,2018-01-09,-6.27777777777778,-11.7222222222222,-1.16666666666667,-11.9444444444444,-11.3888888888889,-11,"RC2","Light rain","Light rain","00_30",5.28888888888889,3.96666666666667
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,279,-0.6,-7.8,2019-01-09,-6.27777777777778,-11.7222222222222,-1.16666666666667,-11.9444444444444,-11.3888888888889,-11,"RC1","No rain / no snow","No rain / no snow","LE_00",3.58888888888889,0.566666666666667
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,7.9,0,76,7.2,0,2018-01-10,-6.27777777777778,-11.6666666666667,-1.11111111111111,-11.9444444444444,-11.3888888888889,-11,"RC3","Light rain","Light rain","00_30",11.3888888888889,8.31111111111111
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,254,2.8,-7.8,2019-01-10,-6.27777777777778,-11.6666666666667,-1.11111111111111,-11.9444444444444,-11.3888888888889,-11,"RC1","No rain / no snow","No rain / no snow","00_30",3.58888888888889,3.91111111111111
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0.3,5,229,-0.6,-5,2019-01-11,-6.22222222222222,-11.6666666666667,-1.05555555555555,-11.8888888888889,-11.3888888888889,-10.9444444444444,"RC1","Light snow","Light snow","LE_00",6.38888888888889,0.455555555555555
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,76,2.8,-2.8,2018-01-11,-6.22222222222222,-11.6666666666667,-1.05555555555555,-11.8888888888889,-11.3888888888889,-10.9444444444444,"RC1","No rain / no snow","No rain / no snow","00_30",8.58888888888889,3.85555555555555
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,51,6.7,-2.2,2018-01-12,-6.22222222222222,-11.6111111111111,-1,-11.8888888888889,-11.3888888888889,-10.9444444444444,"RC1","No rain / no snow","No rain / no snow","00_30",9.18888888888889,7.7
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,229,2.2,-5.6,2019-01-12,-6.22222222222222,-11.6111111111111,-1,-11.8888888888889,-11.3888888888889,-10.9444444444444,"RC1","No rain / no snow","No rain / no snow","00_30",5.78888888888889,3.2
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,51,5.6,-1.7,2018-01-13,-6.16666666666667,-11.6111111111111,-1,-11.8888888888889,-11.3888888888889,-10.8888888888889,"RC1","No rain / no snow","No rain / no snow","00_30",9.68888888888889,6.6
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,229,-2.8,-8.9,2019-01-13,-6.16666666666667,-11.6111111111111,-1,-11.8888888888889,-11.3888888888889,-10.8888888888889,"RC1","No rain / no snow","No rain / no snow","LE_00",2.48888888888889,-1.8
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,25,7.2,-2.8,2018-01-14,-6.16666666666667,-11.6111111111111,-0.944444444444444,-11.8888888888889,-11.3888888888889,-10.8888888888889,"RC1","No rain / no snow","No rain / no snow","00_30",8.58888888888889,8.14444444444444
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0.3,3,203,-5.6,-11.7,2019-01-14,-6.16666666666667,-11.6111111111111,-0.944444444444444,-11.8888888888889,-11.3888888888889,-10.8888888888889,"RC1","Light snow","Light snow","LE_00",-0.31111111111111,-4.65555555555556
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,203,-7.8,-14.4,2019-01-15,-6.11111111111111,-11.6111111111111,-0.88888888888889,-11.8888888888889,-11.3888888888889,-10.8333333333333,"RC1","No rain / no snow","No rain / no snow","LE_00",-3.01111111111111,-6.91111111111111
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,0,4.4,-3.3,2018-01-15,-6.11111111111111,-11.6111111111111,-0.88888888888889,-11.8888888888889,-11.3888888888889,-10.8333333333333,"RC1","No rain / no snow","No rain / no snow","00_30",8.08888888888889,5.28888888888889
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,3,58,254,-5,-13.3,2019-01-16,-6.11111111111111,-11.5555555555556,-0.833333333333333,-11.8333333333333,-11.3888888888889,-10.8333333333333,"RC2","Heavy snow","Heavy snow","LE_00",-1.91111111111111,-4.16666666666667
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,0,5,-3.3,2018-01-16,-6.11111111111111,-11.5555555555556,-0.833333333333333,-11.8333333333333,-11.3888888888889,-10.8333333333333,"RC1","No rain / no snow","No rain / no snow","00_30",8.08888888888889,5.83333333333333
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,0,4.4,-2.2,2018-01-17,-6.11111111111111,-11.5555555555556,-0.777777777777777,-11.8333333333333,-11.3888888888889,-10.8333333333333,"RC1","No rain / no snow","No rain / no snow","00_30",9.18888888888889,5.17777777777778
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0.8,0,229,5.6,-5.6,2019-01-17,-6.11111111111111,-11.5555555555556,-0.777777777777777,-11.8333333333333,-11.3888888888889,-10.8333333333333,"RC1","Light rain","Light rain","00_30",5.78888888888889,6.37777777777778
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,0,5.6,0,2018-01-18,-6.05555555555555,-11.5,-0.722222222222223,-11.8333333333333,-11.3888888888889,-10.7777777777778,"RC1","No rain / no snow","No rain / no snow","00_30",11.3888888888889,6.32222222222222
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,22.9,30,203,6.7,-0.6,2019-01-18,-6.05555555555555,-11.5,-0.722222222222223,-11.8333333333333,-11.3888888888889,-10.7777777777778,"RC3","Light snow","Light snow","00_30",10.7888888888889,7.42222222222222
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,0,8.9,0,2018-01-19,-6.05555555555555,-11.5,-0.722222222222223,-11.7777777777778,-11.3888888888889,-10.7777777777778,"RC1","No rain / no snow","No rain / no snow","00_30",11.3888888888889,9.62222222222222
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,203,1.7,-3.9,2019-01-19,-6.05555555555555,-11.5,-0.722222222222223,-11.7777777777778,-11.3888888888889,-10.7777777777778,"RC1","No rain / no snow","No rain / no snow","00_30",7.48888888888889,2.42222222222222
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,203,1.7,-3.3,2019-01-20,-6.05555555555555,-11.4444444444444,-0.666666666666666,-11.7777777777778,-11.3888888888889,-10.7222222222222,"RC1","No rain / no snow","No rain / no snow","00_30",8.08888888888889,2.36666666666667
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,7.1,NA,NA,8.9,-3.3,2018-01-20,-6.05555555555555,-11.4444444444444,-0.666666666666666,-11.7777777777778,-11.3888888888889,-10.7222222222222,"RC3",NA,NA,"00_30",8.08888888888889,9.56666666666667
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,NA,0.6,-7.2,2018-01-21,-6,-11.4444444444444,-0.611111111111112,-11.7222222222222,-11.4444444444444,-10.6666666666667,"RC1","No rain / no snow","No rain / no snow","00_30",4.24444444444444,1.21111111111111
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,9.7,53,254,6.7,-1.1,2019-01-21,-6,-11.4444444444444,-0.611111111111112,-11.7222222222222,-11.4444444444444,-10.6666666666667,"RC3","Heavy snow","Heavy snow","00_30",10.3444444444444,7.31111111111111
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,51,0.6,-9.4,2018-01-22,-6,-11.3888888888889,-0.611111111111112,-11.7222222222222,-11.4444444444444,-10.6666666666667,"RC1","No rain / no snow","No rain / no snow","00_30",2.04444444444444,1.21111111111111
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0.5,8,254,0,-8.9,2019-01-22,-6,-11.3888888888889,-0.611111111111112,-11.7222222222222,-11.4444444444444,-10.6666666666667,"RC1","Light snow","Light snow","LE_00",2.54444444444444,0.611111111111112
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0.8,8,51,-1.1,-8.9,2018-01-23,-6,-11.3888888888889,-0.555555555555556,-11.6666666666667,-11.4444444444444,-10.6111111111111,"RC1","Light snow","Light snow","LE_00",2.54444444444444,-0.544444444444445
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0.3,3,254,-2.2,-10,2019-01-23,-6,-11.3888888888889,-0.555555555555556,-11.6666666666667,-11.4444444444444,-10.6111111111111,"RC1","Light snow","Light snow","LE_00",1.44444444444444,-1.64444444444444
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0.3,3,254,-1.7,-7.8,2019-01-24,-6,-11.3333333333333,-0.555555555555556,-11.6666666666667,-11.4444444444444,-10.6111111111111,"RC1","Light snow","Light snow","LE_00",3.64444444444444,-1.14444444444444
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,25,0,-7.8,2018-01-24,-6,-11.3333333333333,-0.555555555555556,-11.6666666666667,-11.4444444444444,-10.6111111111111,"RC1","No rain / no snow","No rain / no snow","LE_00",3.64444444444444,0.555555555555556
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,25,2.2,-5.6,2018-01-25,-5.94444444444444,-11.3333333333333,-0.499999999999999,-11.6666666666667,-11.3888888888889,-10.6111111111111,"RC1","No rain / no snow","No rain / no snow","00_30",5.78888888888889,2.7
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,229,2.2,-2.8,2019-01-25,-5.94444444444444,-11.3333333333333,-0.499999999999999,-11.6666666666667,-11.3888888888889,-10.6111111111111,"RC1","No rain / no snow","No rain / no snow","00_30",8.58888888888889,2.7
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,3.6,43,76,6.7,-5.6,2018-01-26,-5.94444444444444,-11.3333333333333,-0.499999999999999,-11.6666666666667,-11.3888888888889,-10.5555555555556,"RC2","Light snow","Light snow","00_30",5.78888888888889,7.2
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,229,3.9,-5.6,2019-01-26,-5.94444444444444,-11.3333333333333,-0.499999999999999,-11.6666666666667,-11.3888888888889,-10.5555555555556,"RC1","No rain / no snow","No rain / no snow","00_30",5.78888888888889,4.4
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,76,1.7,-3.9,2018-01-27,-5.94444444444444,-11.3333333333333,-0.444444444444445,-11.6666666666667,-11.3888888888889,-10.5555555555556,"RC1","No rain / no snow","No rain / no snow","00_30",7.48888888888889,2.14444444444444
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,229,2.2,-6.7,2019-01-27,-5.94444444444444,-11.3333333333333,-0.444444444444445,-11.6666666666667,-11.3888888888889,-10.5555555555556,"RC1","No rain / no snow","No rain / no snow","00_30",4.68888888888889,2.64444444444444
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,229,2.8,-6.1,2019-01-28,-5.88888888888889,-11.2777777777778,-0.388888888888889,-11.6666666666667,-11.3888888888889,-10.5,"RC1","No rain / no snow","No rain / no snow","00_30",5.28888888888889,3.18888888888889
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,76,3.3,-2.8,2018-01-28,-5.88888888888889,-11.2777777777778,-0.388888888888889,-11.6666666666667,-11.3888888888889,-10.5,"RC1","No rain / no snow","No rain / no snow","00_30",8.58888888888889,3.68888888888889
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,229,2.2,-8.9,2019-01-29,-5.88888888888889,-11.2777777777778,-0.388888888888889,-11.6666666666667,-11.3888888888889,-10.5,"RC1","No rain / no snow","No rain / no snow","00_30",2.48888888888889,2.58888888888889
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,25,5.6,0,2018-01-29,-5.88888888888889,-11.2777777777778,-0.388888888888889,-11.6666666666667,-11.3888888888889,-10.5,"RC1","No rain / no snow","No rain / no snow","00_30",11.3888888888889,5.98888888888889
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,0,6.1,0,2018-01-30,-5.83333333333333,-11.2777777777778,-0.333333333333334,-11.7222222222222,-11.3333333333333,-10.4444444444444,"RC1","No rain / no snow","No rain / no snow","00_30",11.3333333333333,6.43333333333333
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,229,-0.6,-10,2019-01-30,-5.83333333333333,-11.2777777777778,-0.333333333333334,-11.7222222222222,-11.3333333333333,-10.4444444444444,"RC1","No rain / no snow","No rain / no snow","LE_00",1.33333333333333,-0.266666666666666
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,0,12.8,2.2,2018-01-31,-5.83333333333333,-11.2777777777778,-0.277777777777778,-11.7222222222222,-11.3333333333333,-10.4444444444444,"RC1","No rain / no snow","No rain / no snow","00_30",13.5333333333333,13.0777777777778
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,229,-1.7,-11.1,2019-01-31,-5.83333333333333,-11.2777777777778,-0.277777777777778,-11.7222222222222,-11.3333333333333,-10.4444444444444,"RC1","No rain / no snow","No rain / no snow","LE_00",0.233333333333334,-1.42222222222222
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,0,24.4,7.8,2018-10-01,11.1111111111111,-14.2777777777778,20.6111111111111,-12.2777777777778,1.61111111111111,-14.5,"RC1","No rain / no snow","No rain / no snow","00_30",6.18888888888889,3.78888888888889
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,0,11.7,0.6,2019-10-01,11.1111111111111,-14.2777777777778,20.6111111111111,-12.2777777777778,1.61111111111111,-14.5,"RC1","No rain / no snow","No rain / no snow","00_30",-1.01111111111111,-8.91111111111111
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,0,13.3,2.8,2019-10-02,10.8888888888889,-14.2777777777778,20.3333333333333,-12.3333333333333,1.38888888888889,-14.5,"RC1","No rain / no snow","No rain / no snow","00_30",1.41111111111111,-7.03333333333333
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,0,23.9,8.3,2018-10-02,10.8888888888889,-14.2777777777778,20.3333333333333,-12.3333333333333,1.38888888888889,-14.5,"RC1","No rain / no snow","No rain / no snow","00_30",6.91111111111111,3.56666666666667
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,9.4,0,0,25.6,12.8,2018-10-03,10.6111111111111,-14.2777777777778,20.0555555555556,-12.3333333333333,1.22222222222222,-14.5,"RC3","Light rain","Light rain","00_30",11.5777777777778,5.54444444444445
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,0,12.2,1.1,2019-10-03,10.6111111111111,-14.2777777777778,20.0555555555556,-12.3333333333333,1.22222222222222,-14.5,"RC1","No rain / no snow","No rain / no snow","00_30",-0.122222222222224,-7.85555555555555
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,20.1,0,0,22.2,10.6,2018-10-04,10.3888888888889,-14.2777777777778,19.7777777777778,-12.3333333333333,1.05555555555555,-14.5,"RC3","Moderate rain","Light rain","00_30",9.54444444444444,2.42222222222222
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,0,17.8,4.4,2019-10-04,10.3888888888889,-14.2777777777778,19.7777777777778,-12.3333333333333,1.05555555555555,-14.5,"RC1","No rain / no snow","No rain / no snow","00_30",3.34444444444445,-1.97777777777777
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,18.5,0,0,14.4,5.6,2018-10-05,10.1666666666667,-14.3333333333333,19.5,-12.3888888888889,0.88888888888889,-14.4444444444444,"RC3","Moderate rain","Light rain","00_30",4.71111111111111,-5.1
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,1.3,0,0,13.3,0.6,2019-10-05,10.1666666666667,-14.3333333333333,19.5,-12.3888888888889,0.88888888888889,-14.4444444444444,"RC2","Light rain","Light rain","00_30",-0.28888888888889,-6.2
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,0,11.7,1.1,2019-10-06,9.94444444444444,-14.3333333333333,19.2222222222222,-12.3888888888889,0.722222222222221,-14.4444444444444,"RC1","No rain / no snow","No rain / no snow","00_30",0.377777777777779,-7.52222222222222
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,0,13.3,5,2018-10-06,9.94444444444444,-14.3333333333333,19.2222222222222,-12.3888888888889,0.722222222222221,-14.4444444444444,"RC1","No rain / no snow","No rain / no snow","00_30",4.27777777777778,-5.92222222222222
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,0,11.7,5,2018-10-07,9.72222222222222,-14.3888888888889,18.9444444444444,-12.4444444444444,0.555555555555556,-14.4444444444444,"RC1","No rain / no snow","No rain / no snow","00_30",4.44444444444444,-7.24444444444444
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,0,14.4,1.7,2019-10-07,9.72222222222222,-14.3888888888889,18.9444444444444,-12.4444444444444,0.555555555555556,-14.4444444444444,"RC1","No rain / no snow","No rain / no snow","00_30",1.14444444444444,-4.54444444444444
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,0,12.2,3.3,2018-10-08,9.5,-14.3888888888889,18.6666666666667,-12.5,0.38888888888889,-14.4444444444444,"RC1","No rain / no snow","No rain / no snow","00_30",2.91111111111111,-6.46666666666667
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,0,18.3,3.3,2019-10-08,9.5,-14.3888888888889,18.6666666666667,-12.5,0.38888888888889,-14.4444444444444,"RC1","No rain / no snow","No rain / no snow","00_30",2.91111111111111,-0.366666666666664
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,0,13.9,2.8,2018-10-09,9.27777777777778,-14.4444444444444,18.3888888888889,-12.5,0.222222222222221,-14.4444444444444,"RC1","No rain / no snow","No rain / no snow","00_30",2.57777777777778,-4.48888888888889
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,0,21.1,6.1,2019-10-09,9.27777777777778,-14.4444444444444,18.3888888888889,-12.5,0.222222222222221,-14.4444444444444,"RC1","No rain / no snow","No rain / no snow","00_30",5.87777777777778,2.71111111111112
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,0,6.7,-7.2,2019-10-10,9.11111111111111,-14.4444444444444,18.1111111111111,-12.5555555555556,0.0555555555555563,-14.4444444444444,"RC1","No rain / no snow","No rain / no snow","00_30",-7.25555555555556,-11.4111111111111
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,18,0,0,9.4,2.8,2018-10-10,9.11111111111111,-14.4444444444444,18.1111111111111,-12.5555555555556,0.0555555555555563,-14.4444444444444,"RC3","Moderate rain","Light rain","00_30",2.74444444444444,-8.71111111111111
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,0,8.3,3.3,2018-10-11,8.88888888888889,-14.4444444444444,17.8333333333333,-12.5555555555556,-0.0555555555555563,-14.3888888888889,"RC1","No rain / no snow","No rain / no snow","00_30",3.35555555555556,-9.53333333333333
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,0,3.3,-6.1,2019-10-11,8.88888888888889,-14.4444444444444,17.8333333333333,-12.5555555555556,-0.0555555555555563,-14.3888888888889,"RC1","No rain / no snow","No rain / no snow","00_30",-6.04444444444444,-14.5333333333333
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,0,7.8,-4.4,2019-10-12,8.66666666666667,-14.4444444444444,17.5555555555556,-12.5555555555556,-0.222222222222221,-14.3888888888889,"RC1","No rain / no snow","No rain / no snow","00_30",-4.17777777777778,-9.75555555555556
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,0,11.1,1.1,2018-10-12,8.66666666666667,-14.4444444444444,17.5555555555556,-12.5555555555556,-0.222222222222221,-14.3888888888889,"RC1","No rain / no snow","No rain / no snow","00_30",1.32222222222222,-6.45555555555556
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,0,12.2,1.1,2018-10-13,8.5,-14.4444444444444,17.3333333333333,-12.5555555555556,-0.333333333333334,-14.3888888888889,"RC1","No rain / no snow","No rain / no snow","00_30",1.43333333333333,-5.13333333333333
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,0,13.3,-0.6,2019-10-13,8.5,-14.4444444444444,17.3333333333333,-12.5555555555556,-0.333333333333334,-14.3888888888889,"RC1","No rain / no snow","No rain / no snow","00_30",-0.266666666666666,-4.03333333333333
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,0,13.9,-3.3,2018-10-14,8.27777777777778,-14.4444444444444,17.0555555555556,-12.6111111111111,-0.444444444444445,-14.3333333333333,"RC1","No rain / no snow","No rain / no snow","00_30",-2.85555555555556,-3.15555555555556
"USC00425186","LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460,0,0,0,16.7,1.7,2019-10-14,8.27777777777778,-14.4444444444444,17.0555555555556,-12.6111111111111,-0.444444444444445,-14.3333333333333,"RC1","No rain / no snow","No rain / no snow","00_30",2.14444444444444,-0.355555555555558
