"ID","HHCODE","PERCODE","DATE","ACT_TOT","ACT_MAND","ACT_SEMI","ACT_DISC","MODE_TOT","MODE_ACT","MODE_PUB","MODE_PRI","DIST_TOT","DIST_ACT","DIST_PUB","DIST_PRI","TIME_TOT","TIME_ACT","TIME_PUB","TIME_PRI","STAYHOME","NOMO_ACT","NOMO_PUB","NOMO_PRI","HTYPE2","HHINC3","HHKIDS2","HHNPER","HHBIKES2","HHNVEH","AGE3","RACE1","GEND2","EDUC3","STUDENT2","WORKER"
"1006_2",1006,2,2019-01-29,5,3,1,1,7,NA,NA,7,13.1227382088603,NA,NA,13.1227382088603,35,NA,NA,35,FALSE,TRUE,TRUE,FALSE,"Single-family","Less than $35,000",0,2,1,2,"18 to 34 years","White-alone","Female","Less than bachelor","Yes","Yes"
"1006_2",1006,2,2019-01-30,2,2,0,0,3,NA,NA,3,6.75989720034996,NA,NA,6.75989720034996,20,NA,NA,20,FALSE,TRUE,TRUE,FALSE,"Single-family","Less than $35,000",0,2,1,2,"18 to 34 years","White-alone","Female","Less than bachelor","Yes","Yes"
"1006_2",1006,2,2019-02-21,3,3,0,0,5,NA,NA,5,12.3665294679074,NA,NA,12.3665294679074,35,NA,NA,35,FALSE,TRUE,TRUE,FALSE,"Single-family","Less than $35,000",0,2,1,2,"18 to 34 years","White-alone","Female","Less than bachelor","Yes","Yes"
"1006_2",1006,2,2019-02-22,2,2,0,0,3,NA,NA,3,6.75989720034996,NA,NA,6.75989720034996,20,NA,NA,20,FALSE,TRUE,TRUE,FALSE,"Single-family","Less than $35,000",0,2,1,2,"18 to 34 years","White-alone","Female","Less than bachelor","Yes","Yes"
"1007_1",1007,1,2019-01-14,2,2,0,0,4,NA,NA,4,13.0661934303667,NA,NA,13.0661934303667,20,NA,NA,20,FALSE,TRUE,TRUE,FALSE,"Single-family","$35,000 to $74,999",1,1,5,0,"35 to 54 years","White-alone","Female","Bachelor or higher","No","Yes"
"1007_1",1007,1,2019-01-15,2,2,0,0,4,NA,NA,4,13.0661934303667,NA,NA,13.0661934303667,20,NA,NA,20,FALSE,TRUE,TRUE,FALSE,"Single-family","$35,000 to $74,999",1,1,5,0,"35 to 54 years","White-alone","Female","Bachelor or higher","No","Yes"
"1007_1",1007,1,2019-01-29,3,2,0,1,5,NA,NA,5,27.2266215302633,NA,NA,27.2266215302633,45,NA,NA,45,FALSE,TRUE,TRUE,FALSE,"Single-family","$35,000 to $74,999",1,1,5,0,"35 to 54 years","White-alone","Female","Bachelor or higher","No","Yes"
"1007_1",1007,1,2019-01-30,3,2,0,1,6,NA,NA,6,14.470492324823,NA,NA,14.470492324823,30,NA,NA,30,FALSE,TRUE,TRUE,FALSE,"Single-family","$35,000 to $74,999",1,1,5,0,"35 to 54 years","White-alone","Female","Bachelor or higher","No","Yes"
"1007_1",1007,1,2019-02-21,2,2,0,0,4,NA,NA,4,13.0661934303667,NA,NA,13.0661934303667,20,NA,NA,20,FALSE,TRUE,TRUE,FALSE,"Single-family","$35,000 to $74,999",1,1,5,0,"35 to 54 years","White-alone","Female","Bachelor or higher","No","Yes"
"1007_1",1007,1,2019-02-22,3,1,0,2,5,NA,NA,5,197.760702497415,NA,NA,197.760702497415,260,NA,NA,260,FALSE,TRUE,TRUE,FALSE,"Single-family","$35,000 to $74,999",1,1,5,0,"35 to 54 years","White-alone","Female","Bachelor or higher","No","Yes"
"1008_1",1008,1,2019-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"Single-family","Less than $35,000",0,3,0,1,"35 to 54 years","White-alone","Female","Bachelor or higher","No","Yes"
"1008_1",1008,1,2019-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"Single-family","Less than $35,000",0,3,0,1,"35 to 54 years","White-alone","Female","Bachelor or higher","No","Yes"
"1008_1",1008,1,2019-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"Single-family","Less than $35,000",0,3,0,1,"35 to 54 years","White-alone","Female","Bachelor or higher","No","Yes"
"1008_1",1008,1,2019-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"Single-family","Less than $35,000",0,3,0,1,"35 to 54 years","White-alone","Female","Bachelor or higher","No","Yes"
"1008_1",1008,1,2019-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"Single-family","Less than $35,000",0,3,0,1,"35 to 54 years","White-alone","Female","Bachelor or higher","No","Yes"
"1008_1",1008,1,2019-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"Single-family","Less than $35,000",0,3,0,1,"35 to 54 years","White-alone","Female","Bachelor or higher","No","Yes"
"1008_2",1008,2,2019-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"Single-family","Less than $35,000",0,3,0,1,"55 years and over","White-alone","Female","Less than bachelor","No","No"
"1008_2",1008,2,2019-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"Single-family","Less than $35,000",0,3,0,1,"55 years and over","White-alone","Female","Less than bachelor","No","No"
"1008_2",1008,2,2019-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"Single-family","Less than $35,000",0,3,0,1,"55 years and over","White-alone","Female","Less than bachelor","No","No"
"1008_2",1008,2,2019-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"Single-family","Less than $35,000",0,3,0,1,"55 years and over","White-alone","Female","Less than bachelor","No","No"
"1008_2",1008,2,2019-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"Single-family","Less than $35,000",0,3,0,1,"55 years and over","White-alone","Female","Less than bachelor","No","No"
"1008_2",1008,2,2019-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"Single-family","Less than $35,000",0,3,0,1,"55 years and over","White-alone","Female","Less than bachelor","No","No"
"1008_3",1008,3,2019-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"Single-family","Less than $35,000",0,3,0,1,"35 to 54 years","White-alone","Female","Less than bachelor","No","No"
"1008_3",1008,3,2019-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"Single-family","Less than $35,000",0,3,0,1,"35 to 54 years","White-alone","Female","Less than bachelor","No","No"
"1008_3",1008,3,2019-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"Single-family","Less than $35,000",0,3,0,1,"35 to 54 years","White-alone","Female","Less than bachelor","No","No"
"1008_3",1008,3,2019-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"Single-family","Less than $35,000",0,3,0,1,"35 to 54 years","White-alone","Female","Less than bachelor","No","No"
"1008_3",1008,3,2019-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"Single-family","Less than $35,000",0,3,0,1,"35 to 54 years","White-alone","Female","Less than bachelor","No","No"
"1008_3",1008,3,2019-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"Single-family","Less than $35,000",0,3,0,1,"35 to 54 years","White-alone","Female","Less than bachelor","No","No"
"1009_1",1009,1,2019-01-14,2,0,2,0,3,NA,NA,3,11.477968663008,NA,NA,11.477968663008,125,NA,NA,125,FALSE,TRUE,TRUE,FALSE,"Single-family","Less than $35,000",1,2,1,2,"18 to 34 years","White-alone","Male","Less than bachelor","Yes","No"
"1009_1",1009,1,2019-01-15,1,0,0,1,2,NA,NA,2,4.65904119939553,NA,NA,4.65904119939553,15,NA,NA,15,FALSE,TRUE,TRUE,FALSE,"Single-family","Less than $35,000",1,2,1,2,"18 to 34 years","White-alone","Male","Less than bachelor","Yes","No"
"1009_1",1009,1,2019-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"Single-family","Less than $35,000",1,2,1,2,"18 to 34 years","White-alone","Male","Less than bachelor","Yes","No"
"1009_1",1009,1,2019-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"Single-family","Less than $35,000",1,2,1,2,"18 to 34 years","White-alone","Male","Less than bachelor","Yes","No"
"1009_1",1009,1,2019-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"Single-family","Less than $35,000",1,2,1,2,"18 to 34 years","White-alone","Male","Less than bachelor","Yes","No"
"1009_2",1009,2,2019-01-14,1,1,0,0,2,NA,NA,2,8.14058398950131,NA,NA,8.14058398950131,30,NA,NA,30,FALSE,TRUE,TRUE,FALSE,"Single-family","Less than $35,000",1,2,1,2,"18 to 34 years","White-alone","Female","Less than bachelor","No","Yes"
"1009_2",1009,2,2019-01-15,1,1,0,0,2,NA,NA,2,8.15425415573053,NA,NA,8.15425415573053,30,NA,NA,30,FALSE,TRUE,TRUE,FALSE,"Single-family","Less than $35,000",1,2,1,2,"18 to 34 years","White-alone","Female","Less than bachelor","No","Yes"
"1009_2",1009,2,2019-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"Single-family","Less than $35,000",1,2,1,2,"18 to 34 years","White-alone","Female","Less than bachelor","No","Yes"
"1009_2",1009,2,2019-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"Single-family","Less than $35,000",1,2,1,2,"18 to 34 years","White-alone","Female","Less than bachelor","No","Yes"
"1009_2",1009,2,2019-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"Single-family","Less than $35,000",1,2,1,2,"18 to 34 years","White-alone","Female","Less than bachelor","No","Yes"
"1009_2",1009,2,2019-02-22,1,1,0,0,2,NA,NA,2,8.03184403085978,NA,NA,8.03184403085978,30,NA,NA,30,FALSE,TRUE,TRUE,FALSE,"Single-family","Less than $35,000",1,2,1,2,"18 to 34 years","White-alone","Female","Less than bachelor","No","Yes"
"1010_1",1010,1,2019-01-15,3,1,0,2,5,NA,NA,5,8.53764018134097,NA,NA,8.53764018134097,60,NA,NA,60,FALSE,TRUE,TRUE,FALSE,"Single-family","$75,000 or more",0,2,0,1,"35 to 54 years","White-alone","Female","Bachelor or higher","No","Yes"
"1010_1",1010,1,2019-01-29,3,1,0,2,5,NA,NA,5,9.50635787003897,NA,NA,9.50635787003897,70,NA,NA,70,FALSE,TRUE,TRUE,FALSE,"Single-family","$75,000 or more",0,2,0,1,"35 to 54 years","White-alone","Female","Bachelor or higher","No","Yes"
"1010_1",1010,1,2019-01-30,1,1,0,0,2,NA,NA,2,4.09110792969061,NA,NA,4.09110792969061,25,NA,NA,25,FALSE,TRUE,TRUE,FALSE,"Single-family","$75,000 or more",0,2,0,1,"35 to 54 years","White-alone","Female","Bachelor or higher","No","Yes"
"1010_1",1010,1,2019-02-21,4,2,2,0,5,NA,NA,5,10.1619044778494,NA,NA,10.1619044778494,75,NA,NA,75,FALSE,TRUE,TRUE,FALSE,"Single-family","$75,000 or more",0,2,0,1,"35 to 54 years","White-alone","Female","Bachelor or higher","No","Yes"
"1010_1",1010,1,2019-02-22,2,1,1,0,3,NA,NA,3,5.83591823749304,NA,NA,5.83591823749304,45,NA,NA,45,FALSE,TRUE,TRUE,FALSE,"Single-family","$75,000 or more",0,2,0,1,"35 to 54 years","White-alone","Female","Bachelor or higher","No","Yes"
"1010_2",1010,2,2019-01-29,1,1,0,0,2,NA,NA,2,4.09110792969061,NA,NA,4.09110792969061,15,NA,NA,15,FALSE,TRUE,TRUE,FALSE,"Single-family","$75,000 or more",0,2,0,1,"35 to 54 years","White-alone","Male","Bachelor or higher","No","Yes"
"1010_2",1010,2,2019-01-30,2,2,0,0,4,NA,NA,4,8.18221585938121,NA,NA,8.18221585938121,50,NA,NA,50,FALSE,TRUE,TRUE,FALSE,"Single-family","$75,000 or more",0,2,0,1,"35 to 54 years","White-alone","Male","Bachelor or higher","No","Yes"
"1010_2",1010,2,2019-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"Single-family","$75,000 or more",0,2,0,1,"35 to 54 years","White-alone","Male","Bachelor or higher","No","Yes"
"1010_2",1010,2,2019-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"Single-family","$75,000 or more",0,2,0,1,"35 to 54 years","White-alone","Male","Bachelor or higher","No","Yes"
"1011_1",1011,1,2019-01-14,4,1,0,3,6,NA,NA,6,9.22611946233993,NA,NA,9.22611946233993,50,NA,NA,50,FALSE,TRUE,TRUE,FALSE,"Multi-family","Less than $35,000",0,1,0,1,"18 to 34 years","White-alone","Male","Less than bachelor","No","Yes"
"1012_1",1012,1,2019-01-14,2,0,1,1,4,NA,NA,4,11.1859242026565,NA,NA,11.1859242026565,55,NA,NA,55,FALSE,TRUE,TRUE,FALSE,"Single-family","$35,000 to $74,999",0,1,1,0,"55 years and over","White-alone","Female","Bachelor or higher","No","Yes"
"1012_1",1012,1,2019-01-15,2,0,1,1,4,NA,NA,4,6.87609361329834,NA,NA,6.87609361329834,40,NA,NA,40,FALSE,TRUE,TRUE,FALSE,"Single-family","$35,000 to $74,999",0,1,1,0,"55 years and over","White-alone","Female","Bachelor or higher","No","Yes"
"1012_1",1012,1,2019-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"Single-family","$35,000 to $74,999",0,1,1,0,"55 years and over","White-alone","Female","Bachelor or higher","No","Yes"
"1012_1",1012,1,2019-01-30,1,0,1,0,2,NA,NA,2,2.29285969935576,NA,NA,2.29285969935576,20,NA,NA,20,FALSE,TRUE,TRUE,FALSE,"Single-family","$35,000 to $74,999",0,1,1,0,"55 years and over","White-alone","Female","Bachelor or higher","No","Yes"
"1012_1",1012,1,2019-02-21,2,0,2,0,3,NA,NA,3,3.91588125347968,NA,NA,3.91588125347968,20,NA,NA,20,FALSE,TRUE,TRUE,FALSE,"Single-family","$35,000 to $74,999",0,1,1,0,"55 years and over","White-alone","Female","Bachelor or higher","No","Yes"
"1012_1",1012,1,2019-02-22,4,0,2,2,5,NA,NA,5,11.1989729976935,NA,NA,11.1989729976935,70,NA,NA,70,FALSE,TRUE,TRUE,FALSE,"Single-family","$35,000 to $74,999",0,1,1,0,"55 years and over","White-alone","Female","Bachelor or higher","No","Yes"
"1013_1",1013,1,2019-01-14,2,1,0,1,3,NA,NA,3,9.41936590312574,NA,NA,9.41936590312574,40,NA,NA,40,FALSE,TRUE,TRUE,FALSE,"Single-family","Less than $35,000",0,1,1,1,"18 to 34 years","White-alone","Female","Bachelor or higher","Yes","Yes"
"1013_1",1013,1,2019-01-15,1,1,0,0,2,NA,NA,2,4.88397757098544,NA,NA,4.88397757098544,30,NA,NA,30,FALSE,TRUE,TRUE,FALSE,"Single-family","Less than $35,000",0,1,1,1,"18 to 34 years","White-alone","Female","Bachelor or higher","Yes","Yes"
"1013_1",1013,1,2019-01-29,2,1,0,1,3,NA,NA,3,7.33093732601607,NA,NA,7.33093732601607,60,NA,NA,60,FALSE,TRUE,TRUE,FALSE,"Single-family","Less than $35,000",0,1,1,1,"18 to 34 years","White-alone","Female","Bachelor or higher","Yes","Yes"
"1013_1",1013,1,2019-01-30,3,2,0,1,5,NA,NA,5,11.7271385110952,NA,NA,11.7271385110952,60,NA,NA,60,FALSE,TRUE,TRUE,FALSE,"Single-family","Less than $35,000",0,1,1,1,"18 to 34 years","White-alone","Female","Bachelor or higher","Yes","Yes"
"1013_1",1013,1,2019-02-21,3,1,1,1,5,NA,NA,5,15.3615386144914,NA,NA,15.3615386144914,55,NA,NA,55,FALSE,TRUE,TRUE,FALSE,"Single-family","Less than $35,000",0,1,1,1,"18 to 34 years","White-alone","Female","Bachelor or higher","Yes","Yes"
"1013_1",1013,1,2019-02-22,5,1,1,3,6,1,NA,5,74.7727024178796,1.92997892308916,NA,72.8427234947904,125,10,NA,115,FALSE,FALSE,TRUE,FALSE,"Single-family","Less than $35,000",0,1,1,1,"18 to 34 years","White-alone","Female","Bachelor or higher","Yes","Yes"
"1014_1",1014,1,2019-01-14,6,0,0,6,7,1,NA,6,30.3297492642965,0.66424580450171,NA,29.6655034597948,100,0,NA,100,FALSE,FALSE,TRUE,FALSE,"Multi-family","Less than $35,000",0,1,0,1,"18 to 34 years","White-alone","Female","Less than bachelor","Yes","Yes"
